,BNF_code,NAME,UNII_drugbank
443,0207020N0,Methoxamine Hydrochloride                                   ,HUQ1KC1YLI
444,0207020R0,Noradrenaline Acid Tartrate                                 ,[]
445,0207020V0,Oxedrine Tartrate                                           ,[]
446,0207020X0,Phenylephrine Hydrochloride                                 ,1WS297W6MV
447,0207020Y0,Midodrine Hydrochloride                                     ,6YE7PBM15H
448,0207020Z0,Ephedrine Hydrochloride                                     ,GN83C131XS
449,0207030A0,Adrenaline                                                  ,[]
450,0208010AA,Reviparin Sodium                                            ,5XQ9UBJ16W
451,0208010AB,Fondaparinux Sodium                                         ,J177FOW5JL
452,0208010AC,Bemiparin Sodium                                            ,PUE0TO3XDR
453,0208010AD,Lepirudin                                                   ,Y43GF64R34
454,0208010AE,Idarucizumab                                                ,97RWB5S1U6
455,0208010B0,Certoparin Sod  Sodium                                      ,[]
456,0208010C0,Danaparoid Sodium                                           ,BI6GY4U9CW
457,0208010D0,Enoxaparin                                                  ,E47C0NF7LV
458,0208010E0,EpoprostenolSodium                                          ,[]
459,0208010F0,Pentosan Polysulfate Sodium                                 ,[]
460,0208010K0,Heparin Sodium                                              ,T2410KM04A
461,0208010L0,Dalteparin Sodium                                           ,S79O08V79F
462,0208010N0,Heparin Calcium                                             ,T2410KM04A
463,0208010P0,Heparin Flushes                                             ,T2410KM04A
464,0208010W0,Tinzaparin Sodium                                           ,7UQ7X4Y489
465,0208020AA,Edoxaban                                                    ,NDU3J18APO
466,0208020F0,Fluindione                                                  ,EQ35YMS20Q
467,0208020H0,Acenocoumarol                                               ,I6WP63U32H
468,0208020I0,Pentosan Polysulfate Sodium                                 ,[]
469,0208020N0,Phenindione                                                 ,5M7Y6274ZE
470,0208020S0,Phenprocoumon                                               ,Q08SIO485D
471,0208020V0,Warfarin Sodium                                             ,[]
472,0208020W0,INR Blood Testing Reagents                                  ,[]
473,0208020X0,Dabigatran Etexilate                                        ,2E18WX195X
474,0208020Y0,Rivaroxaban                                                 ,9NDF7JZ4M3
475,0208020Z0,Apixaban                                                    ,3Z9Y7UWC1J
476,020802000,Other Oral Anticoagulant Preps                              ,[]
477,0208030N0,Protamine Sulfate                                           ,72G3UY6T4N
478,0209000A0,Aspirin                                                     ,[]
479,0209000C0,Clopidogrel                                                 ,A74586SNO7
480,0209000L0,Dipyridamole                                                ,64ALC7F90C
481,0209000U0,Ticlopidine Hydrochloride                                   ,OM90ZUW7M1
482,0209000V0,Dipyridamole & Aspirin                                      ,64ALC7F90C
483,0209000W0,Abciximab                                                   ,X85G7936GV
484,0209000X0,Eptifibatide                                                ,NA8320J834
485,0209000Y0,Prasugrel                                                   ,34K66TBT99
486,0209000Z0,Ticagrelor                                                  ,GLH0314RVC
487,0210020A0,Anistreplase                                                ,5O8V541HJ6
488,0210020K0,Reteplase                                                   ,DQA630RIE9
489,0210020L0,Streptokinase                                               ,8X1OXL3SNU
490,0210020T0,Urokinase                                                   ,83G67E21XI
491,0210020U0,Tenecteplase                                                ,WGD229O42W
492,0210020V0,Alteplase                                                   ,1RXS4UE564
493,0211000AA,Antithrombin Alfa                                           ,[]
494,0211000A0,Absorbable Gelatin Sponge                                   ,[]
495,0211000B0,Aminocaproic Acid                                           ,U6F3787206
496,0211000C0,Dried Thrombin                                              ,25ADE2236L
497,0211000D0,Etamsylate                                                  ,24YL531VOH
498,0211000E0,Collagen                                                    ,[]
499,0211000F0,Oxidised Cellulose                                          ,[]
500,0211000G0,Pectin                                                      ,89NA02M4RX
501,0211000H0,Aprotinin                                                   ,04XPW8C0FL
502,0211000I0,Dried Factor VIII Fraction                                  ,[]
503,0211000J0,Dried Factor IX Fraction                                    ,[]
504,0211000K0,Heat Treated Human Factor IX                                ,[]
505,0211000L0,Thromboplastin                                              ,[]
506,0211000N0,Naftazone                                                   ,15B0523P5L
507,0211000P0,Tranexamic Acid                                             ,6T84R30KC1
508,0211000Q0,Factor XI Concentrate                                       ,[]
509,0211000T0,Haemostatic Sprays                                          ,[]
510,0211000U0,Dried Factor XIII Fraction                                  ,[]
511,0211000V0,Drotrecogin Alfa                                            ,JGH8MYC891
512,0211000W0,Human Fibrinogen with Human Thrombin                        ,25ADE2236L
513,0211000X0,Protein C Concentrate                                       ,[]
514,0211000Y0,Factor VIII Inhibitor Bypassing Fraction                    ,[]
515,0211000Z0,Factor VIIa (Recombinant)                                   ,[]
516,021100000,Other Antifibrinolytic & Haemostat Preps                    ,[]
517,0212000AA,Rosuvastatin Calcium                                        ,SY7Q814VUP
518,0212000AB,Omega-3-Acid Ethyl Esters                                   ,[]
519,0212000AC,Simvastatin & Ezetimibe                                     ,AGG2FN16EV
520,0212000AD,Colesevelam Hydrochloride                                   ,1XU104G55N
521,0212000AE,Nicotinic Acid/Laropiprant                                  ,[]
522,0212000AF,Lomitapide                                                  ,82KUB0583F
523,0212000AG,Policosanol                                                 ,[]
524,0212000AH,Evolocumab                                                  ,LKC0U3A8NJ
525,0212000AI,Alirocumab                                                  ,PP0SHH6V16
526,0212000AJ,Fenofibrate/Simvastatin                                     ,AGG2FN16EV
527,0212000A0,Acipimox                                                    ,K9AY9IR2SD
528,0212000B0,Atorvastatin                                                ,A0JWA85V8F
529,0212000C0,Cerivastatin                                                ,AM91H2KS67
530,0212000D0,Bezafibrate                                                 ,Y9449Q51XH
531,0212000F0,Colestyramine                                               ,[]
532,0212000G0,Chondroitin  Sulphate A                                     ,[]
533,0212000I0,Clofibrate                                                  ,HPN91K7FU3
534,0212000J0,Ispaghula Husk                                              ,[]
535,0212000K0,Colestipol Hydrochloride                                    ,K50N755924
536,0212000L0,Ezetimibe                                                   ,EOR26LQQ24
537,0212000M0,Fluvastatin Sodium                                          ,4L066368AS
538,0212000N0,Dextrothyroxine Sodium                                      ,4W9K63FION
